2015-12-31 20:41:42 1.173
2015-12-31 20:41:44 1.174
2015-12-31 20:41:46 1.166
2015-12-31 20:41:48 1.166
2015-12-31 20:41:50 14.425
2015-12-31 20:41:52 14.427
2015-12-31 20:41:53 14.426
2015-12-31 20:41:56 0.001
2015-12-31 20:41:57 0.000
2015-12-31 20:41:59 14.782
2015-12-31 20:42:01 14.790
2015-12-31 20:42:03 14.794
2015-12-31 20:42:04 0.037
2015-12-31 20:42:07 0.001
2015-12-31 20:42:08 14.907
2015-12-31 20:42:11 15.148
2015-12-31 20:42:12 15.152
2015-12-31 20:42:14 15.153
2015-12-31 20:42:15 0.000
2015-12-31 20:42:17 0.000
2015-12-31 20:42:19 15.464
2015-12-31 20:42:21 15.462
2015-12-31 20:42:22 15.459
2015-12-31 20:42:25 0.001
2015-12-31 20:42:26 0.001
2015-12-31 20:42:28 0.000
2015-12-31 20:42:29 15.707
2015-12-31 20:42:32 15.706
2015-12-31 20:42:33 15.698
2015-12-31 20:42:35 0.001
2015-12-31 20:42:37 0.000
2015-12-31 20:42:39 15.935
2015-12-31 20:42:40 15.845
2015-12-31 20:42:43 15.933
2015-12-31 20:42:44 3.333
2015-12-31 20:42:47 0.000
2015-12-31 20:42:48 11.468
2015-12-31 20:42:51 16.139
2015-12-31 20:42:52 16.143
2015-12-31 20:42:54 16.145
2015-12-31 20:42:55 0.001
2015-12-31 20:42:58 0.000
2015-12-31 20:42:59 16.337
2015-12-31 20:43:01 16.342
2015-12-31 20:43:03 16.346
2015-12-31 20:43:05 0.001
2015-12-31 20:43:06 0.000
2015-12-31 20:43:08 0.000
2015-12-31 20:43:10 16.513
2015-12-31 20:43:12 16.516
2015-12-31 20:43:14 6.818
2015-12-31 20:43:16 0.001
2015-12-31 20:43:17 0.000
2015-12-31 20:43:19 16.676
2015-12-31 20:43:20 16.693
2015-12-31 20:43:23 16.712
2015-12-31 20:43:24 8.095
2015-12-31 20:43:27 0.000
2015-12-31 20:43:29 16.778
2015-12-31 20:43:31 16.782
2015-12-31 20:43:32 16.786
2015-12-31 20:43:34 16.784
2015-12-31 20:43:35 0.001
2015-12-31 20:43:38 0.000
2015-12-31 20:43:39 16.889
2015-12-31 20:43:41 16.942
2015-12-31 20:43:43 16.910
2015-12-31 20:43:45 0.002
2015-12-31 20:43:46 0.001
2015-12-31 20:43:49 17.034
2015-12-31 20:43:51 17.046
2015-12-31 20:43:53 17.047
2015-12-31 20:43:54 13.153
2015-12-31 20:43:57 0.001
2015-12-31 20:43:58 2.444
2015-12-31 20:44:00 17.046
2015-12-31 20:44:02 17.069
2015-12-31 20:44:04 17.080
2015-12-31 20:44:05 0.001
2015-12-31 20:44:08 0.000
2015-12-31 20:44:09 17.070
2015-12-31 20:44:11 17.097
2015-12-31 20:44:13 17.104
2015-12-31 20:44:15 0.002
2015-12-31 20:44:16 0.000
2015-12-31 20:44:19 17.134
2015-12-31 20:44:20 17.146
2015-12-31 20:44:23 17.151
2015-12-31 20:44:24 17.154
2015-12-31 20:44:27 0.001
2015-12-31 20:44:28 0.000
2015-12-31 20:44:30 13.541
2015-12-31 20:44:32 13.543
2015-12-31 20:44:34 13.543
2015-12-31 20:44:35 0.001
2015-12-31 20:44:38 0.000
2015-12-31 20:44:39 0.000
2015-12-31 20:44:42 0.000
2015-12-31 20:44:43 11.651
2015-12-31 20:44:45 11.681
2015-12-31 20:44:47 11.684
2015-12-31 20:44:49 0.001
2015-12-31 20:44:51 0.000
2015-12-31 20:44:53 12.085
2015-12-31 20:44:55 12.097
2015-12-31 20:44:57 12.086
2015-12-31 20:44:58 12.105
2015-12-31 20:45:00 0.001
2015-12-31 20:45:02 0.000
2015-12-31 20:45:04 12.421
2015-12-31 20:45:05 12.427
2015-12-31 20:45:08 12.432
2015-12-31 20:45:09 0.001
2015-12-31 20:45:11 0.000
2015-12-31 20:45:13 12.664
2015-12-31 20:45:15 12.696
2015-12-31 20:45:17 12.653
2015-12-31 20:45:20 0.001
2015-12-31 20:45:21 0.000
2015-12-31 20:45:23 12.860
2015-12-31 20:45:25 12.867
2015-12-31 20:45:27 12.855
2015-12-31 20:45:29 0.001
2015-12-31 20:45:31 0.000
2015-12-31 20:45:32 0.000
2015-12-31 20:45:35 13.091
2015-12-31 20:45:36 13.130
2015-12-31 20:45:38 13.095
2015-12-31 20:45:39 0.001
2015-12-31 20:45:41 0.000
2015-12-31 20:45:43 13.306
2015-12-31 20:45:45 13.340
2015-12-31 20:45:47 13.327
2015-12-31 20:45:49 0.002
2015-12-31 20:45:50 0.000
2015-12-31 20:45:53 13.528
2015-12-31 20:45:54 13.544
2015-12-31 20:45:56 13.567
2015-12-31 20:45:58 13.591
2015-12-31 20:46:00 0.001
2015-12-31 20:46:01 0.000
2015-12-31 20:46:03 13.839
2015-12-31 20:46:05 13.836
2015-12-31 20:46:07 13.878
2015-12-31 20:46:08 13.872
2015-12-31 20:46:11 0.000
2015-12-31 20:46:12 0.000
2015-12-31 20:46:14 14.021
2015-12-31 20:46:15 14.028
2015-12-31 20:46:18 14.018
2015-12-31 20:46:19 0.001
2015-12-31 20:46:21 0.000
2015-12-31 20:46:23 14.121
2015-12-31 20:46:25 14.118
2015-12-31 20:46:26 14.112
2015-12-31 20:46:29 0.002
2015-12-31 20:46:30 0.000
2015-12-31 20:46:32 0.000
2015-12-31 20:46:34 14.107
2015-12-31 20:46:36 14.100
2015-12-31 20:46:37 14.088
2015-12-31 20:46:39 0.002
2015-12-31 20:46:41 0.000
2015-12-31 20:46:43 14.158
2015-12-31 20:46:44 14.137
2015-12-31 20:46:47 14.127
2015-12-31 20:46:48 14.117
2015-12-31 20:46:50 0.001
2015-12-31 20:46:52 0.000
2015-12-31 20:46:54 14.211
2015-12-31 20:46:56 14.209
2015-12-31 20:46:58 14.200
2015-12-31 20:46:59 0.001
2015-12-31 20:47:02 0.000
2015-12-31 20:47:03 14.244
2015-12-31 20:47:05 14.265
2015-12-31 20:47:06 14.243
2015-12-31 20:47:09 0.002
2015-12-31 20:47:10 0.000
2015-12-31 20:47:12 0.000
2015-12-31 20:47:14 14.414
2015-12-31 20:47:16 14.454
2015-12-31 20:47:18 14.468
2015-12-31 20:47:20 0.001
2015-12-31 20:47:21 0.000
2015-12-31 20:47:23 7.123
2015-12-31 20:47:25 7.119
2015-12-31 20:47:27 7.127
2015-12-31 20:47:28 7.109
2015-12-31 20:47:31 0.000
2015-12-31 20:47:32 0.000
2015-12-31 20:47:34 0.000
2015-12-31 20:47:36 0.000
2015-12-31 20:47:38 0.000
2015-12-31 20:47:39 0.000
2015-12-31 20:47:42 0.000
2015-12-31 20:47:43 0.000
2015-12-31 20:47:46 0.000
2015-12-31 20:47:47 0.000
2015-12-31 20:47:50 0.000
2015-12-31 20:47:51 0.000
2015-12-31 20:47:53 0.000
2015-12-31 20:47:55 0.000
2015-12-31 20:47:57 0.000
2015-12-31 20:47:58 0.000
2015-12-31 20:48:01 0.000
2015-12-31 20:48:02 0.000
2015-12-31 20:48:04 0.000
2015-12-31 20:48:06 0.000
2015-12-31 20:48:09 0.000
2015-12-31 20:48:10 0.000
2015-12-31 20:48:12 0.000
2015-12-31 20:48:14 0.000
2015-12-31 20:48:16 0.000
2015-12-31 20:48:17 0.000
2015-12-31 20:48:20 0.000
2015-12-31 20:48:21 0.000
2015-12-31 20:48:24 0.000
2015-12-31 20:48:25 0.000
2015-12-31 20:48:27 0.000
2015-12-31 20:48:28 0.000
2015-12-31 20:48:30 0.000
2015-12-31 20:48:32 0.000
2015-12-31 20:48:34 0.000
2015-12-31 20:48:35 0.000
2015-12-31 20:48:37 0.000
2015-12-31 20:48:39 0.000
2015-12-31 20:48:41 0.000
2015-12-31 20:48:42 0.000
2015-12-31 20:48:45 0.000
2015-12-31 20:48:46 0.000
2015-12-31 20:48:48 0.000
2015-12-31 20:48:49 0.000
2015-12-31 20:48:52 0.000
2015-12-31 20:48:53 0.000
2015-12-31 20:48:56 0.000
2015-12-31 20:48:57 0.000
